data,data2,set temp,p,i,d
23.958581,25.003259,25.1,3.0,2.0,1.0
23.956903,25.003228,25.1,3.0,2.0,1.0
23.956903,25.002984,25.1,3.0,2.0,1.0
23.959466,25.002618,25.1,3.0,2.0,1.0
23.957452,25.002618,25.1,3.0,2.0,1.0
23.958245,25.00155,25.1,3.0,2.0,1.0
23.957025,25.003045,25.1,3.0,2.0,1.0
23.957025,25.003411,25.1,3.0,2.0,1.0
23.95736,25.001916,25.1,3.0,2.0,1.0
23.958825,25.001916,25.1,3.0,2.0,1.0
23.958062,25.002984,25.1,3.0,2.0,1.0
23.957666,25.002099,25.1,3.0,2.0,1.0
23.957666,25.003564,25.1,3.0,2.0,1.0
23.958245,25.003137,25.1,3.0,2.0,1.0
23.959527,25.003137,25.1,3.0,2.0,1.0
23.957025,25.003778,25.1,3.0,2.0,1.0
23.958459,25.00274,25.1,3.0,2.0,1.0
23.958459,25.002282,25.1,3.0,2.0,1.0
23.957452,25.003411,25.1,3.0,2.0,1.0
23.958825,25.003411,25.1,3.0,2.0,1.0
23.957696,25.001702,25.1,3.0,2.0,1.0
23.958001,25.003533,25.1,3.0,2.0,1.0
23.958001,25.003869,25.1,3.0,2.0,1.0
23.957238,25.002801,25.1,3.0,2.0,1.0
23.958032,25.002801,25.1,3.0,2.0,1.0
23.958154,25.003808,25.1,3.0,2.0,1.0
23.959344,25.003778,25.1,3.0,2.0,1.0
23.959344,25.003625,25.1,3.0,2.0,1.0
23.958947,25.003198,25.1,3.0,2.0,1.0
23.959466,25.003198,25.1,3.0,2.0,1.0
23.957696,25.003808,25.1,3.0,2.0,1.0
23.958062,25.003045,25.1,3.0,2.0,1.0
23.958062,25.002587,25.1,3.0,2.0,1.0
23.957391,25.003198,25.1,3.0,2.0,1.0
23.95913,25.003198,25.1,3.0,2.0,1.0
23.958612,25.002984,25.1,3.0,2.0,1.0
23.958489,25.002984,25.1,3.0,2.0,1.0
23.958489,25.004083,25.1,3.0,2.0,1.0
23.95736,25.002893,25.1,3.0,2.0,1.0
23.958825,25.002893,25.1,3.0,2.0,1.0
23.960015,25.001397,25.1,3.0,2.0,1.0
23.958154,25.003533,25.1,3.0,2.0,1.0
23.958154,25.002679,25.1,3.0,2.0,1.0
23.956994,25.003442,25.1,3.0,2.0,1.0
23.957391,25.003442,25.1,3.0,2.0,1.0
23.959252,25.001824,25.1,3.0,2.0,1.0
23.958612,25.002404,25.1,3.0,2.0,1.0
23.958612,25.003045,25.1,3.0,2.0,1.0
23.957543,25.002954,25.1,3.0,2.0,1.0
23.957025,25.002954,25.1,3.0,2.0,1.0
23.957696,25.002557,25.1,3.0,2.0,1.0
23.958612,25.003991,25.1,3.0,2.0,1.0
23.958673,25.004083,25.1,3.0,2.0,1.0
23.958673,25.002496,25.1,3.0,2.0,1.0
23.958245,25.002496,25.1,3.0,2.0,1.0
23.957879,25.004418,25.1,3.0,2.0,1.0
23.958215,25.004174,25.1,3.0,2.0,1.0
23.957299,25.003076,25.1,3.0,2.0,1.0
23.957299,25.003564,25.1,3.0,2.0,1.0
23.958123,25.003564,25.1,3.0,2.0,1.0
23.957879,25.00335,25.1,3.0,2.0,1.0
23.958001,25.003442,25.1,3.0,2.0,1.0
23.958703,25.00335,25.1,3.0,2.0,1.0
23.958703,25.002893,25.1,3.0,2.0,1.0
23.958825,25.002893,25.1,3.0,2.0,1.0
23.957513,25.002008,25.1,3.0,2.0,1.0
23.958825,25.003198,25.1,3.0,2.0,1.0
23.957299,25.002984,25.1,3.0,2.0,1.0
23.957299,25.003228,25.1,3.0,2.0,1.0
23.956445,25.003228,25.1,3.0,2.0,1.0
23.957696,25.002557,25.1,3.0,2.0,1.0
23.957849,25.003198,25.1,3.0,2.0,1.0
23.959283,25.003411,25.1,3.0,2.0,1.0
23.959283,25.002557,25.1,3.0,2.0,1.0
23.957696,25.002557,25.1,3.0,2.0,1.0
23.957513,25.003137,25.1,3.0,2.0,1.0
23.958581,25.002618,25.1,3.0,2.0,1.0
23.956628,25.001916,25.1,3.0,2.0,1.0
23.956628,25.003198,25.1,3.0,2.0,1.0
23.95852,25.003198,25.1,3.0,2.0,1.0
23.957666,25.002313,25.1,3.0,2.0,1.0
23.960137,25.003961,25.1,3.0,2.0,1.0
23.957818,25.004449,25.1,3.0,2.0,1.0
23.957818,25.003045,25.1,3.0,2.0,1.0
23.957391,25.003045,25.1,3.0,2.0,1.0
23.958154,25.002404,25.1,3.0,2.0,1.0
23.958764,25.004083,25.1,3.0,2.0,1.0
23.958337,25.003442,25.1,3.0,2.0,1.0
23.958337,25.003564,25.1,3.0,2.0,1.0
23.958825,25.003564,25.1,3.0,2.0,1.0
23.957696,25.001672,25.1,3.0,2.0,1.0
23.956933,25.002862,25.1,3.0,2.0,1.0
23.958825,25.00274,25.1,3.0,2.0,1.0
23.958825,25.002954,25.1,3.0,2.0,1.0
23.958398,25.002954,25.1,3.0,2.0,1.0
23.957879,25.00332,25.1,3.0,2.0,1.0
23.957849,25.002587,25.1,3.0,2.0,1.0
23.957299,25.003411,25.1,3.0,2.0,1.0
23.957299,25.004144,25.1,3.0,2.0,1.0
23.957238,25.004144,25.1,3.0,2.0,1.0
23.957238,25.0039,25.1,3.0,2.0,1.0
23.95736,25.003411,25.1,3.0,2.0,1.0
23.958947,25.003778,25.1,3.0,2.0,1.0
23.958947,25.004296,25.1,3.0,2.0,1.0
23.958947,25.004296,25.1,3.0,2.0,1.0
23.957635,25.002984,25.1,3.0,2.0,1.0
23.957666,25.003808,25.1,3.0,2.0,1.0
23.958489,25.002984,25.1,3.0,2.0,1.0
23.958489,25.003961,25.1,3.0,2.0,1.0
23.95852,25.003961,25.1,3.0,2.0,1.0
23.958886,25.002954,25.1,3.0,2.0,1.0
23.95852,25.00335,25.1,3.0,2.0,1.0
23.958459,25.003411,25.1,3.0,2.0,1.0
23.958459,25.001947,25.1,3.0,2.0,1.0
23.958398,25.001947,25.1,3.0,2.0,1.0
23.958032,25.004876,25.1,3.0,2.0,1.0
23.957757,25.0039,25.1,3.0,2.0,1.0
23.957177,25.003869,25.1,3.0,2.0,1.0
23.957177,25.002954,25.1,3.0,2.0,1.0
23.957543,25.002954,25.1,3.0,2.0,1.0
23.957086,25.003991,25.1,3.0,2.0,1.0
23.958703,25.002343,25.1,3.0,2.0,1.0
23.957849,25.001977,25.1,3.0,2.0,1.0
23.957849,25.0039,25.1,3.0,2.0,1.0
23.959069,25.0039,25.1,3.0,2.0,1.0
23.958612,25.002984,25.1,3.0,2.0,1.0
23.957116,25.002557,25.1,3.0,2.0,1.0
23.958062,25.002862,25.1,3.0,2.0,1.0
23.958459,25.002801,25.1,3.0,2.0,1.0
23.958459,25.002801,25.1,3.0,2.0,1.0
23.958825,25.003686,25.1,3.0,2.0,1.0
23.95852,25.00277,25.1,3.0,2.0,1.0
23.956994,25.002496,25.1,3.0,2.0,1.0
23.957025,25.003686,25.1,3.0,2.0,1.0
23.957025,25.003686,25.1,3.0,2.0,1.0
23.957696,25.003808,25.1,3.0,2.0,1.0
23.956994,25.003808,25.1,3.0,2.0,1.0
23.958001,25.001947,25.1,3.0,2.0,1.0
23.958612,25.003717,25.1,3.0,2.0,1.0
23.958612,25.003717,25.1,3.0,2.0,1.0
23.956567,25.003808,25.1,3.0,2.0,1.0
23.957879,25.00213,25.1,3.0,2.0,1.0
23.958978,25.003411,25.1,3.0,2.0,1.0
23.958062,25.003198,25.1,3.0,2.0,1.0
23.958062,25.003198,25.1,3.0,2.0,1.0
23.958825,25.00277,25.1,3.0,2.0,1.0
23.958337,25.003259,25.1,3.0,2.0,1.0
23.958306,25.004785,25.1,3.0,2.0,1.0
23.958215,25.002587,25.1,3.0,2.0,1.0
23.958215,25.002587,25.1,3.0,2.0,1.0
23.957818,25.003991,25.1,3.0,2.0,1.0
23.958306,25.00213,25.1,3.0,2.0,1.0
23.957696,25.004083,25.1,3.0,2.0,1.0
23.958825,25.004083,25.1,3.0,2.0,1.0
23.958825,25.004083,25.1,3.0,2.0,1.0
23.958245,25.003533,25.1,3.0,2.0,1.0
23.958489,25.003259,25.1,3.0,2.0,1.0
23.957086,25.004083,25.1,3.0,2.0,1.0
23.957086,25.003198,25.1,3.0,2.0,1.0
23.958123,25.003198,25.1,3.0,2.0,1.0
23.95794,25.004418,25.1,3.0,2.0,1.0
23.957818,25.000634,25.1,3.0,2.0,1.0
23.959252,25.00274,25.1,3.0,2.0,1.0
23.959252,25.002404,25.1,3.0,2.0,1.0
23.95736,25.002404,25.1,3.0,2.0,1.0
23.96026,25.00332,25.1,3.0,2.0,1.0
23.958703,25.002404,25.1,3.0,2.0,1.0
23.958795,25.003137,25.1,3.0,2.0,1.0
23.958795,25.00274,25.1,3.0,2.0,1.0
23.957849,25.00274,25.1,3.0,2.0,1.0
23.958337,25.004296,25.1,3.0,2.0,1.0
23.957543,25.004602,25.1,3.0,2.0,1.0
23.957513,25.003442,25.1,3.0,2.0,1.0
23.957513,25.003137,25.1,3.0,2.0,1.0
23.958245,25.003137,25.1,3.0,2.0,1.0
23.958489,25.00335,25.1,3.0,2.0,1.0
23.958337,25.004174,25.1,3.0,2.0,1.0
23.958703,25.00274,25.1,3.0,2.0,1.0
23.958703,25.0039,25.1,3.0,2.0,1.0
23.957513,25.0039,25.1,3.0,2.0,1.0
23.957299,25.004022,25.1,3.0,2.0,1.0
23.959893,25.003198,25.1,3.0,2.0,1.0
23.957086,25.003442,25.1,3.0,2.0,1.0
23.957086,25.004418,25.1,3.0,2.0,1.0
23.957391,25.004418,25.1,3.0,2.0,1.0
23.95736,25.002954,25.1,3.0,2.0,1.0
23.959252,25.002801,25.1,3.0,2.0,1.0
23.958001,25.003198,25.1,3.0,2.0,1.0
23.958001,25.002587,25.1,3.0,2.0,1.0
23.95794,25.002587,25.1,3.0,2.0,1.0
23.957391,25.003991,25.1,3.0,2.0,1.0
23.958703,25.003991,25.1,3.0,2.0,1.0
23.95736,25.002679,25.1,3.0,2.0,1.0
23.95736,25.003533,25.1,3.0,2.0,1.0
23.958062,25.003533,25.1,3.0,2.0,1.0
23.957208,25.001916,25.1,3.0,2.0,1.0
23.957635,25.003717,25.1,3.0,2.0,1.0
23.958062,25.003076,25.1,3.0,2.0,1.0
23.958612,25.003991,25.1,3.0,2.0,1.0
23.958612,25.003991,25.1,3.0,2.0,1.0
23.958764,25.003778,25.1,3.0,2.0,1.0
23.958306,25.003411,25.1,3.0,2.0,1.0
23.957543,25.002801,25.1,3.0,2.0,1.0
23.95675,25.002099,25.1,3.0,2.0,1.0
23.95675,25.002099,25.1,3.0,2.0,1.0
23.958306,25.003411,25.1,3.0,2.0,1.0
23.958612,25.002282,25.1,3.0,2.0,1.0
23.958947,25.003259,25.1,3.0,2.0,1.0
23.958673,25.002496,25.1,3.0,2.0,1.0
23.958673,25.002496,25.1,3.0,2.0,1.0
23.958612,25.003625,25.1,3.0,2.0,1.0
23.957696,25.003686,25.1,3.0,2.0,1.0
23.957757,25.003411,25.1,3.0,2.0,1.0
23.95913,25.00216,25.1,3.0,2.0,1.0
23.95913,25.00216,25.1,3.0,2.0,1.0
23.958825,25.00277,25.1,3.0,2.0,1.0
23.956903,25.003717,25.1,3.0,2.0,1.0
23.957849,25.004449,25.1,3.0,2.0,1.0
23.957635,25.003259,25.1,3.0,2.0,1.0
23.957635,25.003259,25.1,3.0,2.0,1.0
23.959436,25.002343,25.1,3.0,2.0,1.0
23.959741,25.002984,25.1,3.0,2.0,1.0
23.958489,25.003076,25.1,3.0,2.0,1.0
23.958673,25.004418,25.1,3.0,2.0,1.0
23.958673,25.004418,25.1,3.0,2.0,1.0
23.957635,25.002862,25.1,3.0,2.0,1.0
23.958398,25.003778,25.1,3.0,2.0,1.0
23.958825,25.002435,25.1,3.0,2.0,1.0
23.958825,25.002801,25.1,3.0,2.0,1.0
23.958825,25.002801,25.1,3.0,2.0,1.0
23.95794,25.001977,25.1,3.0,2.0,1.0
23.958032,25.003411,25.1,3.0,2.0,1.0
23.957635,25.002984,25.1,3.0,2.0,1.0
23.95675,25.004541,25.1,3.0,2.0,1.0
23.95675,25.004541,25.1,3.0,2.0,1.0
23.957391,25.002435,25.1,3.0,2.0,1.0
23.956994,25.004144,25.1,3.0,2.0,1.0
23.959191,25.002404,25.1,3.0,2.0,1.0
23.958215,25.002099,25.1,3.0,2.0,1.0
23.958215,25.002099,25.1,3.0,2.0,1.0
23.958032,25.003778,25.1,3.0,2.0,1.0
23.957208,25.0039,25.1,3.0,2.0,1.0
23.958673,25.004418,25.1,3.0,2.0,1.0
23.958001,25.003533,25.1,3.0,2.0,1.0
23.958001,25.003533,25.1,3.0,2.0,1.0
23.958703,25.002679,25.1,3.0,2.0,1.0
23.958612,25.003808,25.1,3.0,2.0,1.0
23.958947,25.002893,25.1,3.0,2.0,1.0
23.958123,25.00277,25.1,3.0,2.0,1.0
23.958123,25.00277,25.1,3.0,2.0,1.0
23.958306,25.003778,25.1,3.0,2.0,1.0
23.956353,25.002099,25.1,3.0,2.0,1.0
23.958581,25.003564,25.1,3.0,2.0,1.0
23.95675,25.003869,25.1,3.0,2.0,1.0
23.95675,25.003869,25.1,3.0,2.0,1.0
23.957482,25.003411,25.1,3.0,2.0,1.0
23.958337,25.003411,25.1,3.0,2.0,1.0
23.957879,25.003442,25.1,3.0,2.0,1.0
23.958032,25.001855,25.1,3.0,2.0,1.0
23.958032,25.001855,25.1,3.0,2.0,1.0
23.956628,25.003503,25.1,3.0,2.0,1.0
23.95675,25.003411,25.1,3.0,2.0,1.0
23.957574,25.004479,25.1,3.0,2.0,1.0
23.958489,25.002984,25.1,3.0,2.0,1.0
23.958489,25.002984,25.1,3.0,2.0,1.0
23.957849,25.002313,25.1,3.0,2.0,1.0
23.958062,25.002557,25.1,3.0,2.0,1.0
23.956689,25.003991,25.1,3.0,2.0,1.0
23.958398,25.004144,25.1,3.0,2.0,1.0
23.958398,25.004144,25.1,3.0,2.0,1.0
23.958459,25.003503,25.1,3.0,2.0,1.0
23.957513,25.003228,25.1,3.0,2.0,1.0
23.958978,25.00335,25.1,3.0,2.0,1.0
23.957635,25.003228,25.1,3.0,2.0,1.0
23.958886,25.003228,25.1,3.0,2.0,1.0
23.958886,25.004083,25.1,3.0,2.0,1.0
23.957757,25.002679,25.1,3.0,2.0,1.0
23.958612,25.002984,25.1,3.0,2.0,1.0
23.958398,25.003991,25.1,3.0,2.0,1.0
23.958306,25.003991,25.1,3.0,2.0,1.0
23.958306,25.0039,25.1,3.0,2.0,1.0
23.957666,25.003137,25.1,3.0,2.0,1.0
23.958398,25.002404,25.1,3.0,2.0,1.0
23.95794,25.00332,25.1,3.0,2.0,1.0
23.959893,25.00332,25.1,3.0,2.0,1.0
23.959893,25.002496,25.1,3.0,2.0,1.0
23.957696,25.00335,25.1,3.0,2.0,1.0
23.957696,25.002343,25.1,3.0,2.0,1.0
23.958459,25.004266,25.1,3.0,2.0,1.0
23.957849,25.004266,25.1,3.0,2.0,1.0
23.957849,25.00335,25.1,3.0,2.0,1.0
23.958581,25.003717,25.1,3.0,2.0,1.0
23.957818,25.00332,25.1,3.0,2.0,1.0
23.957818,25.003503,25.1,3.0,2.0,1.0
23.957635,25.003503,25.1,3.0,2.0,1.0
23.957635,25.002984,25.1,3.0,2.0,1.0
23.958123,25.004296,25.1,3.0,2.0,1.0
23.958489,25.004266,25.1,3.0,2.0,1.0
23.958489,25.003991,25.1,3.0,2.0,1.0
23.958978,25.003991,25.1,3.0,2.0,1.0
23.958978,25.004296,25.1,3.0,2.0,1.0
23.957696,25.004205,25.1,3.0,2.0,1.0
23.957299,25.003503,25.1,3.0,2.0,1.0
23.958612,25.003991,25.1,3.0,2.0,1.0
23.958215,25.003991,25.1,3.0,2.0,1.0
23.958215,25.003198,25.1,3.0,2.0,1.0
23.958398,25.003198,25.1,3.0,2.0,1.0
23.957574,25.003411,25.1,3.0,2.0,1.0
23.956445,25.004083,25.1,3.0,2.0,1.0
23.95736,25.004083,25.1,3.0,2.0,1.0
23.95736,25.005395,25.1,3.0,2.0,1.0
23.958673,25.004022,25.1,3.0,2.0,1.0
23.956292,25.004449,25.1,3.0,2.0,1.0
23.958398,25.003533,25.1,3.0,2.0,1.0
23.958764,25.003533,25.1,3.0,2.0,1.0
23.958764,25.003045,25.1,3.0,2.0,1.0
23.959527,25.0039,25.1,3.0,2.0,1.0
23.958459,25.003564,25.1,3.0,2.0,1.0
23.958459,25.004296,25.1,3.0,2.0,1.0
23.957299,25.004296,25.1,3.0,2.0,1.0
23.957299,25.003961,25.1,3.0,2.0,1.0
23.959619,25.004296,25.1,3.0,2.0,1.0
23.95794,25.004449,25.1,3.0,2.0,1.0
23.958398,25.002893,25.1,3.0,2.0,1.0
23.957818,25.002893,25.1,3.0,2.0,1.0
23.957818,25.00332,25.1,3.0,2.0,1.0
23.95736,25.0039,25.1,3.0,2.0,1.0
23.958825,25.004083,25.1,3.0,2.0,1.0
23.957513,25.003533,25.1,3.0,2.0,1.0
23.95852,25.003533,25.1,3.0,2.0,1.0
23.95852,25.00335,25.1,3.0,2.0,1.0
23.959283,25.003411,25.1,3.0,2.0,1.0
23.959283,25.003198,25.1,3.0,2.0,1.0
23.958337,25.001763,25.1,3.0,2.0,1.0
23.958947,25.001763,25.1,3.0,2.0,1.0
23.958947,25.00567,25.1,3.0,2.0,1.0
23.957391,25.003411,25.1,3.0,2.0,1.0
23.959619,25.0039,25.1,3.0,2.0,1.0
23.958032,25.003411,25.1,3.0,2.0,1.0
23.957543,25.003411,25.1,3.0,2.0,1.0
23.957543,25.004357,25.1,3.0,2.0,1.0
23.957238,25.003991,25.1,3.0,2.0,1.0
23.958032,25.003045,25.1,3.0,2.0,1.0
23.959069,25.003625,25.1,3.0,2.0,1.0
23.958612,25.003625,25.1,3.0,2.0,1.0
23.957696,25.002496,25.1,3.0,2.0,1.0
23.957696,25.003228,25.1,3.0,2.0,1.0
23.957513,25.004876,25.1,3.0,2.0,1.0
23.958886,25.004174,25.1,3.0,2.0,1.0
23.958001,25.004174,25.1,3.0,2.0,1.0
23.957391,25.00509,25.1,3.0,2.0,1.0
23.957391,25.002954,25.1,3.0,2.0,1.0
23.958459,25.003411,25.1,3.0,2.0,1.0
23.958764,25.001672,25.1,3.0,2.0,1.0
23.958795,25.001672,25.1,3.0,2.0,1.0
23.958489,25.003442,25.1,3.0,2.0,1.0
23.958062,25.003198,25.1,3.0,2.0,1.0
23.958886,25.002984,25.1,3.0,2.0,1.0
23.958306,25.002984,25.1,3.0,2.0,1.0
23.958459,25.003198,25.1,3.0,2.0,1.0
23.958459,25.003991,25.1,3.0,2.0,1.0
23.958673,25.003259,25.1,3.0,2.0,1.0
23.958612,25.003228,25.1,3.0,2.0,1.0
23.959008,25.003228,25.1,3.0,2.0,1.0
23.956872,25.004602,25.1,3.0,2.0,1.0
23.956872,25.001916,25.1,3.0,2.0,1.0
23.957635,25.003778,25.1,3.0,2.0,1.0
23.958306,25.00274,25.1,3.0,2.0,1.0
23.958764,25.00274,25.1,3.0,2.0,1.0
23.957696,25.004479,25.1,3.0,2.0,1.0
23.957696,25.002984,25.1,3.0,2.0,1.0
23.958825,25.00274,25.1,3.0,2.0,1.0
23.957849,25.003259,25.1,3.0,2.0,1.0
23.958825,25.00332,25.1,3.0,2.0,1.0
23.95736,25.00332,25.1,3.0,2.0,1.0
23.95736,25.002099,25.1,3.0,2.0,1.0
23.958947,25.002587,25.1,3.0,2.0,1.0
23.957452,25.002282,25.1,3.0,2.0,1.0
23.958398,25.0039,25.1,3.0,2.0,1.0
23.957299,25.0039,25.1,3.0,2.0,1.0
23.957299,25.002893,25.1,3.0,2.0,1.0
23.959527,25.003533,25.1,3.0,2.0,1.0
23.957452,25.002221,25.1,3.0,2.0,1.0
23.958062,25.003625,25.1,3.0,2.0,1.0
23.958978,25.003625,25.1,3.0,2.0,1.0
23.958978,25.003442,25.1,3.0,2.0,1.0
23.958245,25.004022,25.1,3.0,2.0,1.0
23.958489,25.002954,25.1,3.0,2.0,1.0
23.957482,25.003625,25.1,3.0,2.0,1.0
23.959313,25.003625,25.1,3.0,2.0,1.0
23.959313,25.002496,25.1,3.0,2.0,1.0
23.957513,25.002801,25.1,3.0,2.0,1.0
23.958581,25.003869,25.1,3.0,2.0,1.0
23.958795,25.003442,25.1,3.0,2.0,1.0
23.958306,25.003442,25.1,3.0,2.0,1.0
23.958306,25.003991,25.1,3.0,2.0,1.0
23.958947,25.003717,25.1,3.0,2.0,1.0
23.957238,25.005364,25.1,3.0,2.0,1.0
23.958886,25.004144,25.1,3.0,2.0,1.0
23.958764,25.004144,25.1,3.0,2.0,1.0
23.958764,25.004479,25.1,3.0,2.0,1.0
23.957238,25.003411,25.1,3.0,2.0,1.0
23.958123,25.003045,25.1,3.0,2.0,1.0
23.958398,25.003625,25.1,3.0,2.0,1.0
23.957116,25.003625,25.1,3.0,2.0,1.0
23.957116,25.003228,25.1,3.0,2.0,1.0
23.958581,25.003137,25.1,3.0,2.0,1.0
23.958764,25.004937,25.1,3.0,2.0,1.0
23.959405,25.003961,25.1,3.0,2.0,1.0
23.958795,25.003961,25.1,3.0,2.0,1.0
23.958795,25.004357,25.1,3.0,2.0,1.0
23.95971,25.004144,25.1,3.0,2.0,1.0
23.959191,25.003137,25.1,3.0,2.0,1.0
23.957696,25.003442,25.1,3.0,2.0,1.0
23.958489,25.003442,25.1,3.0,2.0,1.0
23.958489,25.003198,25.1,3.0,2.0,1.0
23.959832,25.00277,25.1,3.0,2.0,1.0
23.959069,25.00335,25.1,3.0,2.0,1.0
23.958306,25.004357,25.1,3.0,2.0,1.0
23.956628,25.004357,25.1,3.0,2.0,1.0
23.957452,25.004296,25.1,3.0,2.0,1.0
23.957452,25.003564,25.1,3.0,2.0,1.0
23.958795,25.004296,25.1,3.0,2.0,1.0
23.959527,25.003991,25.1,3.0,2.0,1.0
23.959161,25.003991,25.1,3.0,2.0,1.0
23.957696,25.004632,25.1,3.0,2.0,1.0
23.957696,25.003991,25.1,3.0,2.0,1.0
23.958306,25.00335,25.1,3.0,2.0,1.0
23.957635,25.00512,25.1,3.0,2.0,1.0
23.960076,25.00512,25.1,3.0,2.0,1.0
23.959527,25.002954,25.1,3.0,2.0,1.0
23.959527,25.004418,25.1,3.0,2.0,1.0
23.958306,25.003198,25.1,3.0,2.0,1.0
23.958581,25.003991,25.1,3.0,2.0,1.0
23.958978,25.003991,25.1,3.0,2.0,1.0
23.959649,25.003717,25.1,3.0,2.0,1.0
23.959649,25.003198,25.1,3.0,2.0,1.0
23.959405,25.003198,25.1,3.0,2.0,1.0
23.959191,25.004205,25.1,3.0,2.0,1.0
23.958245,25.004205,25.1,3.0,2.0,1.0
23.958978,25.00335,25.1,3.0,2.0,1.0
23.958978,25.004479,25.1,3.0,2.0,1.0
23.960321,25.003228,25.1,3.0,2.0,1.0
23.957879,25.003533,25.1,3.0,2.0,1.0
23.95852,25.003533,25.1,3.0,2.0,1.0
23.959527,25.004418,25.1,3.0,2.0,1.0
23.959527,25.0039,25.1,3.0,2.0,1.0
23.958947,25.003198,25.1,3.0,2.0,1.0
23.958581,25.003625,25.1,3.0,2.0,1.0
23.957238,25.003625,25.1,3.0,2.0,1.0
23.958886,25.003778,25.1,3.0,2.0,1.0
23.958886,25.003564,25.1,3.0,2.0,1.0
23.958337,25.004998,25.1,3.0,2.0,1.0
23.957391,25.00274,25.1,3.0,2.0,1.0
23.960198,25.00274,25.1,3.0,2.0,1.0
23.959252,25.003228,25.1,3.0,2.0,1.0
23.959252,25.004083,25.1,3.0,2.0,1.0
23.958825,25.004418,25.1,3.0,2.0,1.0
23.958886,25.003198,25.1,3.0,2.0,1.0
23.958612,25.003198,25.1,3.0,2.0,1.0
23.958673,25.003686,25.1,3.0,2.0,1.0
23.958673,25.005517,25.1,3.0,2.0,1.0
23.960076,25.00335,25.1,3.0,2.0,1.0
23.959893,25.003808,25.1,3.0,2.0,1.0
23.958337,25.003808,25.1,3.0,2.0,1.0
23.958245,25.004174,25.1,3.0,2.0,1.0
23.958245,25.003991,25.1,3.0,2.0,1.0
23.958612,25.004144,25.1,3.0,2.0,1.0
23.959405,25.004083,25.1,3.0,2.0,1.0
23.959069,25.004083,25.1,3.0,2.0,1.0
23.958062,25.003228,25.1,3.0,2.0,1.0
23.958062,25.003045,25.1,3.0,2.0,1.0
23.959283,25.00332,25.1,3.0,2.0,1.0
23.958612,25.00274,25.1,3.0,2.0,1.0
23.957696,25.00274,25.1,3.0,2.0,1.0
23.959466,25.003778,25.1,3.0,2.0,1.0
23.959466,25.003533,25.1,3.0,2.0,1.0
23.958306,25.003808,25.1,3.0,2.0,1.0
23.959191,25.003778,25.1,3.0,2.0,1.0
23.959313,25.003778,25.1,3.0,2.0,1.0
23.957513,25.00335,25.1,3.0,2.0,1.0
23.957513,25.003686,25.1,3.0,2.0,1.0
23.958795,25.004632,25.1,3.0,2.0,1.0
23.959436,25.004937,25.1,3.0,2.0,1.0
23.96026,25.004937,25.1,3.0,2.0,1.0
23.957879,25.003778,25.1,3.0,2.0,1.0
23.957879,25.003259,25.1,3.0,2.0,1.0
23.960076,25.003625,25.1,3.0,2.0,1.0
23.959283,25.003198,25.1,3.0,2.0,1.0
23.958947,25.003198,25.1,3.0,2.0,1.0
23.958673,25.003533,25.1,3.0,2.0,1.0
23.957879,25.004174,25.1,3.0,2.0,1.0
